cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,nome_pais,natureza_juridica,data_inicio_atividade,cnae,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio_import,ddd1,ddd2,ddd_fax,email,qualificacao_do_responsavel,capital_social,porte,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,telefone_completo_1,telefone_completo_2,endereco,municipio,tel_maps,site,whatsapp,instagram,facebook,email_site,score,status,socios,tel_opencnpj,email_opencnpj,site_google,atualizado_em
00019245000160,1,ECOSYSTEM COMERCIO EXTERIOR LTDA,,2,2005-11-03,0,,,,2062,1994-06-14,7020400,AVENIDA,SAO JOAO,1845,,ESPLANADA II,12242000,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,05,0,2015-01-01,2017-12-31,0,,,,,"SAO JOAO, 1845 — ESPLANADA II",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00020682000366,2,TRANSPORTADORA  SIDER  LIMEIRA EIRELI,,2,2017-03-27,0,,,,2305,2017-03-27,4930202,RODOVIA,PRESIDENTE DUTRA KM 143,SN,SALA  14 A,JARDIM MOTORAMA,12223900,SP,7099,SAO JOSE DOS CAMPOS,19  37024931,,,DOUGLASGUPOEBRACON@GMAIL.COM,65,0.00,05,0,2011-01-01,2013-09-30,0,,,,,"PRESIDENTE DUTRA KM 143, SN — JARDIM MOTORAMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00020688000171,1,MELO & OLIVEIRA COMERCIO E SERVICOS VETERINARIOS LTDA,,2,2004-03-12,0,,,,2062,1994-04-29,7500100,RUA,KINGSTOWN,38,,VILA RUBI,12245574,SP,7099,SAO JOSE DOS CAMPOS,12  39234816,,11  38166392,dogmedve@tig.com.br,49,0.00,01,1,2007-07-01,,0,,,,,"KINGSTOWN, 38 — VILA RUBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00021453000102,1,BARBOSA & BATISTA S J CAMPOS LTDA,BAR E MERCEARIA CANTO AMIGO,2,2005-11-03,0,,,,2062,1994-06-24,5611203,RUA,JAGUARI,1525,,VILA DIRCE,12214500,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,1,2007-07-01,,0,,,,,"JAGUARI, 1525 — VILA DIRCE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00022586000195,1,SILMARA MIRIAN DE OLIVEIRA,,2,2005-11-03,0,,,,2135,1994-06-29,4744005,RUA,NACIB SIMAO,3990,,VILA VENEZIANE,12212320,SP,7099,SAO JOSE DOS CAMPOS,,,,,50,0.00,01,0,,,0,,,,,"NACIB SIMAO, 3990 — VILA VENEZIANE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00022732000182,1,POLIDESIGN INDUSTRIA E COMERCIO LTDA,,2,2005-11-03,0,,,,2062,1994-06-28,2610800,RUA,SETE LAGOS,379,,CHACARAS REUNIDAS,12238510,SP,7099,SAO JOSE DOS CAMPOS,12  39415969,,12  39415969,POLIDESIGN@POLIDESIGN.IND.BR,49,12000.00,01,1,2007-07-01,,0,,,,,"SETE LAGOS, 379 — CHACARAS REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00022991000103,1,MARIA DE FATIMA POEPCKE RIBEIRO,SABOR DE MATE,2,2005-11-03,0,,,,2135,1994-06-29,5611203,RUA,XV DE NOVEMBRO,17,,CENTRO,12210070,SP,7099,SAO JOSE DOS CAMPOS,,,,,50,0.00,01,1,2007-07-01,,0,,,,,"XV DE NOVEMBRO, 17 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00023056000161,1,AMARAL GOMES - COMERCIO DE MADEIRAS E FERRAGENS LTDA,,2,2005-01-08,0,,,,2062,1994-06-07,4744001,RUA,TREMEMBE,119,,VILA DAS ACACIAS,12231070,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,10000.00,01,1,2007-07-01,,0,,,,,"TREMEMBE, 119 — VILA DAS ACACIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00025310000160,1,FARMAQUI INDUSTRIA E COMERCIO LTDA,,2,2005-11-03,0,,,,2062,1994-07-06,8292000,RUA,LOANDA,143,,CHAC REUNIDAS,12238330,SP,7099,SAO JOSE DOS CAMPOS,12  39334290,,,FARMAQUI@IG.COM.BR,49,50000.00,03,1,2014-01-01,,0,,,,,"LOANDA, 143 — CHAC REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00025752000107,1,MOHAMAD BAHJAT BOU HAMIE,BAHJAT MOHAMAD BOU HAMIE INFORMATICA,2,2004-01-23,0,,,,2135,1994-07-14,4751201,PRACA,DOUTOR JOAO MENDES,39,,CENTRO,12210170,SP,7099,SAO JOSE DOS CAMPOS,12  39519290,,,ecsiqueira@terra.com.br,50,0.00,01,1,2007-07-01,,0,,,,,"DOUTOR JOAO MENDES, 39 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00026312000174,1,H P A COMERCIO DE EQUIPAMENTOS PARA AUTOMACAO INDUSTRIAL LTDA,,2,2005-11-03,0,,,,2062,1994-07-08,4663000,AVENIDA,DR. JOAO BATISTA SOARES DE QUEIROZ JUNIOR,671,,JARDIM DAS INDUSTRIAS,12240000,SP,7099,SAO JOSE DOS CAMPOS,12  32048884,12  39330055,,CONTATO@HPAAUTOMACAO.COM.BR,49,40000.00,03,1,2007-07-01,,0,,,,,"DR. JOAO BATISTA SOARES DE QUEIROZ JUNIOR, 671 — JARDIM DAS INDUSTRIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00026505000125,1,A M SILVA SANTOS & CIA LTDA,SACOLAO VILA PAIVA,2,2002-11-09,0,,,,2062,1994-07-08,4724500,RUA,BRAZILINO P. FERREIRA,561,,VILA PAIVA,12213470,SP,7099,SAO JOSE DOS CAMPOS,012 39418071,,012 39418071,contabilteixeira@uol.com.br,49,10000.00,01,0,2007-07-01,2015-12-31,0,,,,,"BRAZILINO P. FERREIRA, 561 — VILA PAIVA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00026622000199,1,OUNTI & BRITO LTDA,,2,2005-11-03,0,,,,2062,1994-07-20,4755501,AVENIDA,CASSIOPEIA,941,,JD SATELITE,12230011,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,0,,,0,,,,,"CASSIOPEIA, 941 — JD SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00026623000133,1,NDTEC COMERCIO E INDUSTRIA DE APARELHOS ELETRONICOS LTDA,,2,2005-11-03,0,,,,2062,1994-07-20,2610800,RUA,DOS COMERCIANTES,50,,JARDIM VAL PARAIBA,12221840,SP,7099,SAO JOSE DOS CAMPOS,12  39293330,12  32076450,,SHIRLEY@NDTEC.NET.BR,49,2000.00,01,1,2007-07-01,,0,,,,,"DOS COMERCIANTES, 50 — JARDIM VAL PARAIBA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00026784000127,1,S.J. ZANASI SERVICOS DE INFORMATICA LTDA,,2,2005-08-27,0,,,,2062,1994-07-11,6204000,AVENIDA,DO TUBARAO,300,APT: 61 B;,PARQUE RESIDENCIAL AQUARIUS,12246140,SP,7099,SAO JOSE DOS CAMPOS,12  91524432,,12  39535300,SYLVIO@DASHSJC.COM.BR,49,1000.00,05,1,2015-01-01,,0,,,,,"DO TUBARAO, 300 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00028005000122,1,COMERCIAL M&A SILVA LTDA,,2,2004-11-26,0,,,,2062,1994-07-27,4744005,RUA,CARLOS NUNES DE PAULA,1302,,JD COLONIAL,12234000,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,10000.00,01,1,2007-07-01,,0,,,,,"CARLOS NUNES DE PAULA, 1302 — JD COLONIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00028063000156,1,FERNANDA CORREA COSTA,,2,2004-07-24,0,,,,2135,1994-07-27,4754701,RUA,MANOEL ROSENDO DE OLIVEIRA,29,SALA  02,ALTO DA PONTE,12212400,SP,7099,SAO JOSE DOS CAMPOS,12  39226211,,,anapaula@gscontabilidade.com.br,50,0.00,03,0,2007-07-01,2012-12-31,0,,,,,"MANOEL ROSENDO DE OLIVEIRA, 29 — ALTO DA PONTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00028759000182,1,LULETEF CONFECCAO DE UNIFORMES PROFISSIONAIS LTDA,,2,2005-11-03,0,,,,2062,1994-08-04,1413401,AVENIDA,SALINAS,257,,BOSQUE EUCALIPTOS,12233590,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,05,1,2007-07-01,,0,,,,,"SALINAS, 257 — BOSQUE EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00028986005924,2,ELEVADORES ATLAS SCHINDLER LTDA.,,2,2005-11-03,0,,,,2062,1996-01-22,4329103,RUA,OROS,345,,PALMEIRAS DE SAO JOSE,12237150,SP,7099,SAO JOSE DOS CAMPOS,11  20205663,11  20205651,012 3210385,FISCALATLASSCHINDLER@BR.SCHINDLER.COM,5,0.00,05,0,,,0,,,,,"OROS, 345 — PALMEIRAS DE SAO JOSE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00030014000158,1,EMPORIO AEROLESSA LTDA,EMPORIO AEROLESSA,2,2005-11-03,0,,,,2062,1994-08-09,4729699,RODOVIA,SP 50,16100,KM 112 50,TAQUARI,12214992,SP,7099,SAO JOSE DOS CAMPOS,12  39481628,,,AEROLESSA@IG.COM.BR,49,54000.00,03,1,2007-07-01,,0,,,,,"SP 50, 16100 — TAQUARI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033709000193,1,PAULO GROU ENGENHARIA LIMITADA,PAULO GROU,2,2001-02-25,0,,,,2062,1994-11-18,4120400,RUA,GUACUI,40,,CHACARAS REUNIDAS,12238480,SP,7099,SAO JOSE DOS CAMPOS,12  39344458,,12  39312897,EXICON@HOTMAIL.COM,49,500000.00,03,0,,,0,,,,,"GUACUI, 40 — CHACARAS REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033714000104,1,PRESTOMED CLINICA MEDICA LTDA,PRESTOMED,2,2003-10-18,0,,,,2062,1994-11-21,8630502,AVENIDA,DR. ADHEMAR DE BARROS,653,SALA 01,VILA ADYANNA,12245010,SP,7099,SAO JOSE DOS CAMPOS,12  39213600,,12  39213600,sonia@prestomed.com.br,49,50000.00,05,0,,,0,,,,,"DR. ADHEMAR DE BARROS, 653 — VILA ADYANNA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033715000140,1,ASSOCIACAO NOSSA CASA DE ACOLHIDA,,2,2005-11-03,0,,,,3999,1994-11-22,8800600,AVENIDA,RUI BARBOSA,124,,JARDIM BELA VISTA,12209000,SP,7099,SAO JOSE DOS CAMPOS,,,,,16,0.00,05,0,,,0,,,,,"RUI BARBOSA, 124 — JARDIM BELA VISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033719000129,1,ALEXANDER CORRETORA DE SEGUROS S/C LTDA,,2,2005-11-03,0,,,,2240,1994-11-29,6622300,RUA,RUBIAO JUNIOR,750,,CENTRO,12210160,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,0,,,0,,,,,"RUBIAO JUNIOR, 750 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033727000175,1,CONDOMINIO TOPVISION,,2,2005-11-03,0,,,,3085,1994-12-01,8112500,RUA,BARBARA K LOUREIRO,53,,VILA EMA,12243040,SP,7099,SAO JOSE DOS CAMPOS,,,,,19,0.00,05,0,,,0,,,,,"BARBARA K LOUREIRO, 53 — VILA EMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033728000110,1,AUTO ESCOLA EXPLICATIVA S/C LTDA,,2,2005-11-03,0,,,,2240,1994-12-06,8599601,PRACA,DOS EXPEDICIONARIOS,106,,CENTRO,12209030,SP,7099,SAO JOSE DOS CAMPOS,012 3212955,,012 3229326,,49,0.00,01,0,,,0,,,,,"DOS EXPEDICIONARIOS, 106 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033729000164,1,CLINICA GINECOLOGICA E OBSTETRICA DR. LIVIA BISCEGLI PITOMBO LTDA,,2,2003-10-04,0,,,,2240,1994-12-06,8630503,RUA,ELISA COSTA SANTOS,181,,JD. SAO DIMAS,12245380,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,1000.00,03,0,,,0,,,,,"ELISA COSTA SANTOS, 181 — JD. SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033732000188,1,CLINICA DE CIRURGIA E TRAUMATOLOGIA BUCO MAXILO FACIAL PROF. DR. ANTENOR ARAUJO LTDA,,2,2004-10-09,0,,,,2062,1994-12-07,8630504,RUA,ANESIA NUNES MATARAZZO,100,,VILA RUBI,12245581,SP,7099,SAO JOSE DOS CAMPOS,12  39224678,,,ADMINISTRACAO@DRANTENOR.COM.BR,49,20000.00,01,0,,,0,,,,,"ANESIA NUNES MATARAZZO, 100 — VILA RUBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033734000177,1,CAEL - SERVICOS DE INFORMATICA LTDA,,2,2005-11-03,0,,,,2062,1994-12-07,9511800,AVENIDA,DR. ADHEMAR DE BARROS,566,SALA  405,JARDIM SAO DIMAS,12245011,SP,7099,SAO JOSE DOS CAMPOS,12  39418071,,,abertura@contabilnovomillennium.com.br,49,10000.00,01,1,2019-01-01,,0,,,,,"DR. ADHEMAR DE BARROS, 566 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033736000166,1,ACCESS ASSESSORIA E CONSULTORIA LTDA.,,2,2005-08-27,0,,,,2240,1994-12-08,7490199,AVENIDA,ALFREDO IGNACIO NOGUEIRA PENIDO,305,10 A. - SALA 1003,JD. AQUARIUS,12246000,SP,7099,SAO JOSE DOS CAMPOS,12  39425758,,,,49,1500.00,05,0,,,0,,,,,"ALFREDO IGNACIO NOGUEIRA PENIDO, 305 — JD. AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033741000179,1,TENDA DE UMBANDA SENZALA DOS PRETOS VELHOS,,2,2005-11-03,0,,,,3999,1994-12-09,9491000,RUA,ANA ELISABETE MARTINELLI GODINHO,500,CASA  07,JARDIM TORRAO DE OURO,12229003,SP,7099,SAO JOSE DOS CAMPOS,12  88694111,,,FRANCISCOMOTTAAIKYSEBO@GMAIL.COM,16,0.00,05,0,,,0,,,,,"ANA ELISABETE MARTINELLI GODINHO, 500 — JARDIM TORRAO DE OURO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033742000113,1,GH ORGANIZACAO CONTABIL S/C LTDA,GH CONTABILIDADE,2,2020-01-25,0,,,,2240,1994-12-09,6920601,RUA,MANOEL BARBOSA DE SOUZA,311,A,JARDIM MORUMBI,12236790,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,1,2016-01-01,,0,,,,,"MANOEL BARBOSA DE SOUZA, 311 — JARDIM MORUMBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033748000190,1,DE DOMINICIS CONSULTORIA S/C LTDA,,2,2001-07-01,0,,,,2240,1994-12-22,7490103,RUA,LEME,140,SALA 3,JD DAS INDUSTRIAS,12240180,SP,7099,SAO JOSE DOS CAMPOS,,,,,28,0.00,01,0,,,0,,,,,"LEME, 140 — JD DAS INDUSTRIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033752000159,1,INSTITUTO DE UROLOGIA DE SAO JOSE DOS CAMPOS LTDA,,2,2005-01-08,0,,,,2240,1995-01-03,8630502,AVENIDA,NOVE DE JULHO,520,,JARDIM APOLO,12245001,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,6000.00,01,0,,,0,,,,,"NOVE DE JULHO, 520 — JARDIM APOLO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033755000192,1,INSTITUTO EDUCACIONAL RIBEIRO GOULART LTDA,ESCOLA MAXIMU'S,2,2005-11-03,0,,,,2062,1995-01-06,8513900,,ISAAC NEWTON,37,,JD. ORIENTAL,12236240,SP,7099,SAO JOSE DOS CAMPOS,012 3341972,,,,49,20000.00,01,1,2007-07-01,,0,,,,,"ISAAC NEWTON, 37 — JD. ORIENTAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033755000273,2,INSTITUTO EDUCACIONAL RIBEIRO GOULART LTDA,ESCOLA MAXIMU'S,2,2015-04-14,0,,,,2062,2015-04-14,8513900,RUA,SANTO INACIO DE LOYOLA,392,,JARDIM ORIENTE,12236230,SP,7099,SAO JOSE DOS CAMPOS,12  39341972,12  39221114,12  32045970,ELIELGOU@IG.COM.BR,49,0.00,01,1,2007-07-01,,0,,,,,"SANTO INACIO DE LOYOLA, 392 — JARDIM ORIENTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033757000181,1,GEOAMBIENTE SENSORIAMENTO REMOTO LTDA,,2,2003-10-18,0,,,,2240,1995-01-09,7119702,AVENIDA,SHISHIMA HIFUMI - PARQUE TECNOLOGICO UNIVAP,2911,MODULOS M201/202 - 2 ANDAR - 3 PAVIMENTO,URBANOVA,12244000,SP,7099,SAO JOSE DOS CAMPOS,12  38786400,,12  39341211,INFO@GEOAMBIENTE.COM.BR,49,700000.00,05,0,,,0,,,,,"SHISHIMA HIFUMI - PARQUE TECNOLOGICO UNIVAP, 2911 — URBANOVA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033758000126,1,CONSULTORIO DE DERMATOLOGIA DRA INAURA EVORA LTDA,,2,2004-12-31,0,,,,2240,1995-01-10,8630501,,RAV. NOVE DE JULHO,95,SALA 12,VILA ADY-ANNA,12243000,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,5000.00,03,0,,,0,,,,,"RAV. NOVE DE JULHO, 95 — VILA ADY-ANNA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033759000170,1,CONSULTORIO DE OTORRINOLARINGOLOGIA DRA JOON MI LEE LTDA,,2,2001-11-03,0,,,,2240,1995-01-10,8630502,AVENIDA,ALFREDO IGNACIO NOGUEIRA PENIDO,300,SALA  51,PARQUE RESIDENCIAL AQUARIUS,12246000,SP,7099,SAO JOSE DOS CAMPOS,12  39046890,12  39046890,12  39046890,fcdurval@hotmail.com,49,5000.00,03,0,,,0,,,,,"ALFREDO IGNACIO NOGUEIRA PENIDO, 300 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033760000103,1,J & J PROMOCOES EIRELI,,2,2005-11-03,0,,,,2313,1995-01-10,4618499,RUA,DIAMANTINA,704,,JARDIM ISMENIA,12220663,SP,7099,SAO JOSE DOS CAMPOS,,,,,65,67800.00,01,0,2018-01-01,2019-12-31,0,,,,,"DIAMANTINA, 704 — JARDIM ISMENIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033762000194,1,AUTO ESCOLA SANTOS DUMONT LTDA,,2,2005-08-27,0,,,,2062,1995-01-10,8599601,RUA,MIRACEMA,501,,CHACARAS REUNIDAS,12238360,SP,7099,SAO JOSE DOS CAMPOS,12  39060837,,,GESTAO.PAR@TERRA.COM.BR,49,2000.00,01,1,2019-01-01,,0,,,,,"MIRACEMA, 501 — CHACARAS REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033764000183,1,AUTO ESCOLA FRANCA LTDA,,2,2001-02-25,0,,,,2240,1995-01-10,8599601,RUA,VIRGEM,63,,JARDIM SATELITE,12230420,SP,7099,SAO JOSE DOS CAMPOS,12  39311254,,,WANDERSON@AUTOESCOLAFRANCA.COM.BR,49,0.00,05,1,2007-07-01,,0,,,,,"VIRGEM, 63 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033765000128,1,ASSOCIACAO DOS PROPRIETARIOS DO RESID ALTOS DA SERRA,,2,2003-10-04,0,,,,3999,1995-01-10,8112500,RUA,FRANCISCO PANDOLFI,S/N,,URBANOVA II,12227788,SP,7099,SAO JOSE DOS CAMPOS,,,,,16,0.00,05,0,,,0,,,,,"FRANCISCO PANDOLFI, S/N — URBANOVA II",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033766000172,1,CONSELHO CENTRAL NORTE DE SAO JOSE DOS CAMPOS,CONSELHO CENTRAL NORTE SUL,2,2005-11-03,0,,,,3999,1995-01-10,8800600,PRACA,MONS. LUIZ GONZAGA A. CAVALHEIRO,51,CASA,SANTANA,12211830,SP,7099,SAO JOSE DOS CAMPOS,12  3214637,,12  3214637,,16,0.00,05,0,,,0,,,,,"MONS. LUIZ GONZAGA A. CAVALHEIRO, 51 — SANTANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00033767000117,1,E G D ENGENHARIA LTDA,E G D ENGENHARIA LTDA,2,2003-10-04,0,,,,2062,1995-01-10,7112000,RUA,RAUL ROLDAO DA COSTA,167,,VILA BETHANIA,12245484,SP,7099,SAO JOSE DOS CAMPOS,12  39232629,12  39428455,12  39232629,EGD@EGDENGENHARIA.COM.BR,49,1500000.00,05,0,,,0,,,,,"RAUL ROLDAO DA COSTA, 167 — VILA BETHANIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00034478000213,2,COBEX - COBRANCAS S/S LTDA,,2,2005-02-05,0,,,,2240,2003-02-12,8291100,RUA,EUCLIDES MIRAGAIA,433,CONJ: 103 E 104;,CENTRO,12245820,SP,7099,SAO JOSE DOS CAMPOS,13  32298866,,13  32298866,REPARTICAO@BERTOLOTTIFERREIRA.COM.BR,49,0.00,03,0,2007-07-01,2019-10-31,0,,,,,"EUCLIDES MIRAGAIA, 433 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00035083000154,1,ZICARDI ENGENHARIA LTDA,,2,2005-11-03,0,,,,2062,1994-09-06,7112000,AVENIDA,OURO FINO,2431,,BOSQUE DOS EUCALIPTOS,12233401,SP,7099,SAO JOSE DOS CAMPOS,12  39212955,12  39212955,12  39229326,processos@contabilexvale.com.br,49,1000.00,03,1,2015-01-01,,0,,,,,"OURO FINO, 2431 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00035200000180,1,CENTRO AUTOMOTIVO ATUAL LTDA,,2,2005-11-03,0,,,,2062,1994-10-10,4731800,AVENIDA,ENGENHEIRO SEBASTIAO GUALBERTO,700,,VILA MARIA,12209320,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,05,0,,,0,,,,,"ENGENHEIRO SEBASTIAO GUALBERTO, 700 — VILA MARIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00063960001687,2,WMB SUPERMERCADOS DO BRASIL LTDA.,,2,2005-11-03,0,,,,2062,1998-07-02,4711301,AVENIDA,ANDROMEDA,227,SUC A1,JD SATELITE,12230000,SP,7099,SAO JOSE DOS CAMPOS,,,,BRCSCATUAL@BIG.COM.BR,5,0.00,05,0,,,0,,,,,"ANDROMEDA, 227 — JD SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00063960004007,2,WMB SUPERMERCADOS DO BRASIL LTDA.,SAMS CLUB,2,2005-11-03,0,,,,2062,2004-06-21,4693100,AVENIDA,CASSIANO RICARDO,1993,,JARDIM ALVORADA,12240540,SP,7099,SAO JOSE DOS CAMPOS,,,,BRCSCATUAL@BIG.COM.BR,5,0.00,05,0,,,0,,,,,"CASSIANO RICARDO, 1993 — JARDIM ALVORADA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00068841000726,2,CONBRAL S A CONSTRUTORA BRASILIA,,2,2005-11-03,0,,,,2054,1991-10-29,4120400,AVENIDA,DR.JORGE ZARUR ZE-9,,,JARDIM APOLO,12227788,SP,7099,SAO JOSE DOS CAMPOS,,,,,10,0.00,05,0,,,0,,,,,"DR.JORGE ZARUR ZE-9,  — JARDIM APOLO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00113233011054,2,IGREJA TABERNACULO EVANGELICO DE JESUS,,2,2005-02-12,0,,,,3220,1985-08-02,9491000,RUA,HELENA DAVI NEME,189,,PARQUE SAO DIMAS,12245310,SP,7099,SAO JOSE DOS CAMPOS,,,,,16,0.00,05,0,,,0,,,,,"HELENA DAVI NEME, 189 — PARQUE SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00117345000120,1,CAST COMERCIAL LTDA,,2,2001-10-12,0,,,,2062,1994-07-20,8130300,RUA,TUCUMAM,26,,JD AMERICA,12235330,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,0,,,0,,,,,"TUCUMAM, 26 — JD AMERICA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
00122202000106,1,IPGE - TREINAMENTO E DESENVOLVIMENTO EMPRESARIAL LTDA,IPGE - INSTITUTO PAULISTA DE GESTAO ESTRATEGICA,2,2005-11-03,0,,,,2062,1994-05-31,8599604,RUA,TEOPOMPO DE VASCONCELOS,118,,VILA ADYANA,12243830,SP,7099,SAO JOSE DOS CAMPOS,11  41632653,,11  41988461,AGEUBARROS@MANDIC.COM.BR,49,10000.00,01,1,2019-01-01,,0,,,,,"TEOPOMPO DE VASCONCELOS, 118 — VILA ADYANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
